dpse	dmel
FBgn0075395	FBgn0016054
FBgn0075396	FBgn0032864
FBgn0075397	FBgn0010750
FBgn0075398	FBgn0015570
FBgn0075402	FBgn0037336
FBgn0075403	FBgn0086372
FBgn0075404	FBgn0010391
FBgn0075405	FBgn0026417
FBgn0075408	FBgn0259212
FBgn0075409	FBgn0030411
FBgn0075410	FBgn0030407
FBgn0075411	FBgn0030398
FBgn0075413	FBgn0030394
FBgn0075414	FBgn0030386
FBgn0075415	FBgn0030384
FBgn0075416	FBgn0045843
FBgn0075417	FBgn0037298
FBgn0075418	FBgn0032870
FBgn0075419	FBgn0032871
FBgn0075420	FBgn0032873
FBgn0075421	FBgn0086657
FBgn0075422	FBgn0037512
FBgn0075423	FBgn0032877
FBgn0075425	FBgn0262743
FBgn0075426	FBgn0037518
FBgn0075427	FBgn0000092
FBgn0075428	FBgn0025838
FBgn0075429	NA
FBgn0075430	FBgn0037478
FBgn0075431	FBgn0024992
FBgn0075432	FBgn0024993
FBgn0075433	FBgn0037323
FBgn0075434	FBgn0001311
FBgn0075435	FBgn0004181
FBgn0075436	FBgn0086695
FBgn0075437	FBgn0024909
FBgn0075438	FBgn0005278
FBgn0075439	FBgn0024994
FBgn0075440	FBgn0024996
FBgn0075442	FBgn0004919
FBgn0075443	FBgn0024995
FBgn0075444	FBgn0024997
FBgn0075445	FBgn0033015
FBgn0075446	FBgn0002542
FBgn0075447	FBgn0024998
FBgn0075448	FBgn0030504
FBgn0075449	FBgn0001147
FBgn0075450	FBgn0024991
FBgn0075451	FBgn0037536
FBgn0075452	FBgn0020622
FBgn0075453	FBgn0024973
FBgn0075454	FBgn0037540
FBgn0075455	FBgn0000927
FBgn0075456	FBgn0010812
FBgn0075457	FBgn0024977
FBgn0075460	FBgn0250874
FBgn0075461	FBgn0000376
FBgn0075462	FBgn0024980
FBgn0075463	FBgn0001142
FBgn0075464	FBgn0024352
FBgn0075465	FBgn0001255
FBgn0075466	FBgn0010435
FBgn0075467	FBgn0035090
FBgn0075468	FBgn0002607
FBgn0075469	FBgn0037541
FBgn0075472	FBgn0003963
FBgn0075473	FBgn0035087
FBgn0075474	FBgn0037537
FBgn0075475	FBgn0031533
FBgn0075476	FBgn0031534
FBgn0075477	FBgn0037534
FBgn0075478	FBgn0015663
FBgn0075479	FBgn0031263
FBgn0075480	FBgn0027599
FBgn0075481	FBgn0037533
FBgn0075482	FBgn0031265
FBgn0075483	FBgn0035083
FBgn0075486	FBgn0035082
FBgn0075487	FBgn0034931
FBgn0075488	FBgn0031268
FBgn0075489	FBgn0031564
FBgn0075490	FBgn0031566
FBgn0075491	FBgn0023489
FBgn0075492	FBgn0003386
FBgn0075494	FBgn0001123
FBgn0075495	FBgn0031646
FBgn0075497	FBgn0031452
FBgn0075498	FBgn0003079
FBgn0075499	FBgn0014930
FBgn0075500	FBgn0031456
FBgn0075501	FBgn0015286
FBgn0075502	FBgn0010323
FBgn0075503	FBgn0034753
FBgn0075504	FBgn0031458
FBgn0075505	FBgn0035078
FBgn0075507	FBgn0031459
FBgn0075509	FBgn0023216
FBgn0075510	FBgn0023526
FBgn0075511	FBgn0004901
FBgn0075512	FBgn0028961
FBgn0075513	FBgn0029672
FBgn0075516	FBgn0030206
FBgn0075520	FBgn0015402
FBgn0075521	FBgn0029679
FBgn0075522	FBgn0010399
FBgn0075523	FBgn0031450
FBgn0075526	FBgn0033240
FBgn0075527	FBgn0030189
FBgn0075528	FBgn0027548
FBgn0075529	FBgn0037350
FBgn0075530	FBgn0015565
FBgn0075531	FBgn0005660
FBgn0075532	FBgn0033241
FBgn0075533	NA
FBgn0075534	FBgn0023181
FBgn0075535	FBgn0023529
FBgn0075537	FBgn0034689
FBgn0075538	FBgn0250753
FBgn0075539	FBgn0023528
FBgn0075540	FBgn0014366
FBgn0075541	FBgn0037344
FBgn0075542	FBgn0015801
FBgn0075543	FBgn0037339
FBgn0075545	FBgn0037342
FBgn0075546	FBgn0025679
FBgn0075547	FBgn0028665
FBgn0075548	FBgn0031639
FBgn0075549	FBgn0029685
FBgn0075550	FBgn0004567
FBgn0075551	FBgn0029686
FBgn0075552	FBgn0037530
FBgn0075554	FBgn0000316
FBgn0075555	FBgn0260484
FBgn0075556	FBgn0037345
FBgn0075557	FBgn0031637
FBgn0075559	FBgn0037529
FBgn0075560	FBgn0003941
FBgn0075561	FBgn0031462
FBgn0075562	FBgn0020762
FBgn0075564	FBgn0030177
FBgn0075565	FBgn0031467
FBgn0075566	FBgn0030178
FBgn0075568	FBgn0031633
FBgn0075569	FBgn0027106
FBgn0075574	NA
FBgn0075575	FBgn0004045
FBgn0075576	FBgn0015521
FBgn0075577	FBgn0000576
FBgn0075579	FBgn0030170
FBgn0075580	FBgn0031474
FBgn0075581	FBgn0037521
FBgn0075582	FBgn0040372
FBgn0075583	FBgn0039739
FBgn0075585	FBgn0262699
FBgn0075586	FBgn0050000
FBgn0075587	FBgn0050001
FBgn0075590	FBgn0050008
FBgn0075591	FBgn0001186
FBgn0075594	FBgn0050015
FBgn0075595	FBgn0050016
FBgn0075596	FBgn0061356
FBgn0075597	FBgn0030141
FBgn0075598	FBgn0050020
FBgn0075599	FBgn0050021
FBgn0075606	FBgn0041241
FBgn0075610	FBgn0050035
FBgn0075614	FBgn0264691
FBgn0075615	FBgn0086677
FBgn0075616	FBgn0050042
FBgn0075617	FBgn0050043
FBgn0075618	FBgn0050044
FBgn0075619	FBgn0050045
FBgn0075620	FBgn0050046
FBgn0075621	FBgn0050047
FBgn0075624	FBgn0050050
FBgn0075625	FBgn0050051
FBgn0075629	FBgn0050056
FBgn0075633	NA
FBgn0075634	FBgn0050062
FBgn0075635	FBgn0050065
FBgn0075636	FBgn0050067
FBgn0075640	FBgn0050074
FBgn0075643	FBgn0050076
FBgn0075644	FBgn0050077
FBgn0075645	FBgn0083959
FBgn0075646	NA
FBgn0075647	FBgn0031643
FBgn0075648	FBgn0050080
FBgn0075649	FBgn0050081
FBgn0075652	FBgn0083919
FBgn0075653	FBgn0050085
FBgn0075658	FBgn0029720
FBgn0075659	FBgn0050090
FBgn0075661	FBgn0028371
FBgn0075662	FBgn0050095
FBgn0075663	FBgn0050096
FBgn0075664	FBgn0029153
FBgn0075665	FBgn0050099
FBgn0075666	FBgn0050100
FBgn0075667	FBgn0050101
FBgn0075669	FBgn0050104
FBgn0075670	FBgn0050105
FBgn0075671	FBgn0050106
FBgn0075673	FBgn0050109
FBgn0075674	FBgn0029823
FBgn0075677	FBgn0050115
FBgn0075678	FBgn0028496
FBgn0075679	FBgn0050118
FBgn0075681	FBgn0050120
FBgn0075683	FBgn0050125
FBgn0075687	FBgn0046880
FBgn0075690	FBgn0037519
FBgn0075691	NA
FBgn0075692	FBgn0043536
FBgn0075693	FBgn0050147
FBgn0075694	FBgn0050148
FBgn0075698	FBgn0034543
FBgn0075699	FBgn0050154
FBgn0075700	FBgn0050156
FBgn0075701	FBgn0050157
FBgn0075702	FBgn0050158
FBgn0075703	FBgn0050159
FBgn0075704	FBgn0029819
FBgn0075705	FBgn0042086
FBgn0075706	FBgn0050163
FBgn0075707	NA
FBgn0075708	NA
FBgn0075710	FBgn0050169
FBgn0075711	FBgn0020764
FBgn0075712	FBgn0004581
FBgn0075714	FBgn0050172
FBgn0075715	FBgn0061198
FBgn0075720	FBgn0259209
FBgn0075721	FBgn0010602
FBgn0075722	FBgn0050181
FBgn0075724	FBgn0050183
FBgn0075725	FBgn0050184
FBgn0075726	FBgn0050185
FBgn0075727	FBgn0041235
FBgn0075730	FBgn0045483
FBgn0075731	FBgn0003638
FBgn0075732	NA
FBgn0075733	FBgn0045482
FBgn0075734	FBgn0050192
FBgn0075735	NA
FBgn0075737	FBgn0050195
FBgn0075739	FBgn0050197
FBgn0075740	FBgn0261090
FBgn0075743	FBgn0263030
FBgn0075744	FBgn0085475
FBgn0075745	FBgn0031275
FBgn0075746	FBgn0025615
FBgn0075747	FBgn0014340
FBgn0075748	FBgn0050259
FBgn0075749	FBgn0040347
FBgn0075751	FBgn0259179
FBgn0075752	FBgn0050265
FBgn0075753	NA
FBgn0075754	FBgn0050268
FBgn0075755	FBgn0050269
FBgn0075757	FBgn0050271
FBgn0075758	FBgn0050272
FBgn0075759	FBgn0050273
FBgn0075760	FBgn0050274
FBgn0075761	FBgn0050275
FBgn0075763	FBgn0050278
FBgn0075764	FBgn0016672
FBgn0075766	FBgn0050281
FBgn0075767	FBgn0050284
FBgn0075768	FBgn0050285
FBgn0075770	FBgn0003008
FBgn0075771	FBgn0050290
FBgn0075772	FBgn0050291
FBgn0075774	FBgn0050295
FBgn0075775	FBgn0050296
FBgn0075776	FBgn0029928
FBgn0075778	NA
FBgn0075779	FBgn0050324
FBgn0075781	FBgn0028669
FBgn0075782	FBgn0029818
FBgn0075783	FBgn0041236
FBgn0075784	NA
FBgn0075786	FBgn0050338
FBgn0075787	FBgn0050339
FBgn0075790	FBgn0050342
FBgn0075791	FBgn0050343
FBgn0075792	FBgn0050344
FBgn0075793	FBgn0050345
FBgn0075794	FBgn0050349
FBgn0075795	FBgn0000330
FBgn0075796	FBgn0050350
FBgn0075798	FBgn0050355
FBgn0075799	FBgn0050356
FBgn0075800	FBgn0040777
FBgn0075803	FBgn0031645
FBgn0075804	FBgn0050360
FBgn0075806	FBgn0028870
FBgn0075808	FBgn0050364
FBgn0075811	FBgn0050371
FBgn0075812	FBgn0050372
FBgn0075813	FBgn0050373
FBgn0075814	FBgn0050375
FBgn0075815	FBgn0050376
FBgn0075816	FBgn0050377
FBgn0075818	NA
FBgn0075819	FBgn0040373
FBgn0075820	FBgn0050380
FBgn0075821	FBgn0050381
FBgn0075822	FBgn0263121
FBgn0075825	FBgn0034590
FBgn0075826	FBgn0050389
FBgn0075828	FBgn0050390
FBgn0075829	FBgn0050393
FBgn0075830	FBgn0050392
FBgn0075831	FBgn0050394
FBgn0075833	FBgn0041239
FBgn0075834	FBgn0050398
FBgn0075835	FBgn0029925
FBgn0075838	FBgn0050404
FBgn0075841	NA
FBgn0075842	FBgn0015270
FBgn0075844	FBgn0050411
FBgn0075845	FBgn0050412
FBgn0075846	FBgn0250838
FBgn0075847	FBgn0050417
FBgn0075848	FBgn0050418
FBgn0075853	FBgn0050424
FBgn0075856	FBgn0050428
FBgn0075857	FBgn0050429
FBgn0075858	FBgn0050431
FBgn0075860	FBgn0259247
FBgn0075862	FBgn0029913
FBgn0075863	FBgn0050440
FBgn0075864	FBgn0050441
FBgn0075865	FBgn0050443
FBgn0075866	FBgn0259977
FBgn0075867	FBgn0050446
FBgn0075869	FBgn0034703
FBgn0075871	FBgn0050456
FBgn0075877	FBgn0050466
FBgn0075878	FBgn0050467
FBgn0075880	FBgn0034023
FBgn0075881	FBgn0035557
FBgn0075883	NA
FBgn0075884	FBgn0050476
FBgn0075885	FBgn0026319
FBgn0075887	FBgn0040752
FBgn0075888	FBgn0050484
FBgn0075892	FBgn0053503
FBgn0075894	FBgn0050491
FBgn0075895	FBgn0263077
FBgn0075896	FBgn0050493
FBgn0075898	FBgn0050495
FBgn0075899	FBgn0050496
FBgn0075900	FBgn0050497
FBgn0075901	FBgn0004132
FBgn0075902	FBgn0050499
FBgn0075903	FBgn0038194
FBgn0075905	NA
FBgn0075907	FBgn0050503
FBgn0075908	FBgn0023169
FBgn0075909	FBgn0011277
FBgn0075910	FBgn0022153
FBgn0075912	FBgn0031601
FBgn0075913	FBgn0024947
FBgn0075914	FBgn0002791
FBgn0075915	FBgn0038195
FBgn0075918	FBgn0034946
FBgn0075919	FBgn0037515
FBgn0075920	FBgn0000147
FBgn0075921	FBgn0026324
FBgn0075922	FBgn0023527
FBgn0075923	FBgn0027296
FBgn0075924	FBgn0034709
FBgn0075925	FBgn0029905
FBgn0075926	FBgn0031457
FBgn0075927	FBgn0023524
FBgn0075928	FBgn0025613
FBgn0075929	FBgn0021979
FBgn0075930	FBgn0031479
FBgn0075931	FBgn0034816
FBgn0075932	FBgn0013987
FBgn0075933	FBgn0036015
FBgn0075934	FBgn0005612
FBgn0075936	FBgn0034835
FBgn0075937	FBgn0000482
FBgn0075939	FBgn0000216
FBgn0075942	FBgn0024897
FBgn0075943	FBgn0011224
FBgn0075944	FBgn0046332
FBgn0075945	FBgn0051004
FBgn0075946	FBgn0051005
FBgn0075947	FBgn0086704
FBgn0075948	FBgn0051007
FBgn0075950	FBgn0039709
FBgn0075951	FBgn0051010
FBgn0075953	FBgn0051013
FBgn0075954	FBgn0051014
FBgn0075955	FBgn0051015
FBgn0075959	FBgn0051019
FBgn0075960	FBgn0260440
FBgn0075961	FBgn0051021
FBgn0075962	FBgn0039776
FBgn0075963	FBgn0051025
FBgn0075965	FBgn0051029
FBgn0075966	FBgn0051030
FBgn0075967	FBgn0051031
FBgn0075968	FBgn0039705
FBgn0075969	FBgn0003356
FBgn0075971	FBgn0051036
FBgn0075973	FBgn0051038
FBgn0075974	FBgn0003358
FBgn0075976	FBgn0051040
FBgn0075977	FBgn0051041
FBgn0075978	NA
FBgn0075979	NA
FBgn0075980	FBgn0264324
FBgn0075982	FBgn0034950
FBgn0075983	FBgn0263390
FBgn0075984	FBgn0031018
FBgn0075986	FBgn0051055
FBgn0075987	FBgn0051057
FBgn0075989	FBgn0046887
FBgn0075993	FBgn0016061
FBgn0075996	FBgn0051065
FBgn0075998	FBgn0051068
FBgn0075999	FBgn0003482
FBgn0076000	FBgn0033005
FBgn0076001	FBgn0051072
FBgn0076002	FBgn0051075
FBgn0076006	FBgn0029807
FBgn0076009	NA
FBgn0076013	FBgn0051086
FBgn0076014	FBgn0051087
FBgn0076015	FBgn0051089
FBgn0076016	FBgn0023519
FBgn0076017	FBgn0051091
FBgn0076018	FBgn0051092
FBgn0076022	FBgn0051097
FBgn0076023	FBgn0051098
FBgn0076024	FBgn0051099
FBgn0076025	FBgn0051100
FBgn0076026	FBgn0051102
FBgn0076027	FBgn0051103
FBgn0076029	FBgn0051105
FBgn0076030	FBgn0051108
FBgn0076031	FBgn0051109
FBgn0076032	FBgn0259178
FBgn0076033	FBgn0051111
FBgn0076035	FBgn0051115
FBgn0076036	NA
FBgn0076038	FBgn0051118
FBgn0076039	FBgn0051119
FBgn0076041	FBgn0051121
FBgn0076042	FBgn0051122
FBgn0076043	FBgn0051125
FBgn0076044	FBgn0051126
FBgn0076045	FBgn0046685
FBgn0076046	FBgn0051128
FBgn0076047	FBgn0051131
FBgn0076048	FBgn0011785
FBgn0076049	FBgn0051133
FBgn0076052	FBgn0013343
FBgn0076053	FBgn0011725
FBgn0076055	FBgn0005427
FBgn0076056	FBgn0051140
FBgn0076058	FBgn0047114
FBgn0076060	FBgn0051146
FBgn0076061	FBgn0045443
FBgn0076062	FBgn0051148
FBgn0076064	FBgn0265048
FBgn0076066	FBgn0086253
FBgn0076067	FBgn0051155
FBgn0076068	FBgn0051156
FBgn0076069	FBgn0051157
FBgn0076070	FBgn0051158
FBgn0076071	FBgn0051159
FBgn0076072	FBgn0085405
FBgn0076076	FBgn0263048
FBgn0076077	FBgn0261279
FBgn0076080	FBgn0045469
FBgn0076082	FBgn0051176
FBgn0076084	FBgn0064912
FBgn0076088	FBgn0051183
FBgn0076091	FBgn0064126
FBgn0076092	FBgn0051189
FBgn0076094	FBgn0261046
FBgn0076095	FBgn0051191
FBgn0076097	FBgn0044810
FBgn0076099	FBgn0051195
FBgn0076100	FBgn0020238
FBgn0076101	FBgn0051198
FBgn0076102	FBgn0051199
FBgn0076103	FBgn0051200
FBgn0076104	FBgn0051201
FBgn0076105	FBgn0051202
FBgn0076107	FBgn0051204
FBgn0076109	FBgn0051207
FBgn0076110	NA
FBgn0076111	FBgn0034957
FBgn0076113	FBgn0051211
FBgn0076114	FBgn0086613
FBgn0076116	FBgn0051217
FBgn0076117	FBgn0085431
FBgn0076118	FBgn0051221
FBgn0076120	FBgn0051223
FBgn0076121	FBgn0051224
FBgn0076123	FBgn0051229
FBgn0076125	FBgn0051233
FBgn0076126	FBgn0051235
FBgn0076130	FBgn0034840
FBgn0076131	FBgn0011701
FBgn0076132	FBgn0260241
FBgn0076133	NA
FBgn0076134	FBgn0051244
FBgn0076135	FBgn0051245
FBgn0076138	FBgn0051248
FBgn0076139	FBgn0051249
FBgn0076140	FBgn0261383
FBgn0076143	FBgn0038499
FBgn0076145	FBgn0086697
FBgn0076146	FBgn0051454
FBgn0076147	FBgn0259228
FBgn0076150	FBgn0051265
FBgn0076151	FBgn0051266
FBgn0076152	FBgn0051267
FBgn0076154	FBgn0051269
FBgn0076155	FBgn0250906
FBgn0076157	FBgn0051272
FBgn0076158	FBgn0051274
FBgn0076159	FBgn0063261
FBgn0076160	FBgn0051278
FBgn0076161	FBgn0051279
FBgn0076162	FBgn0041225
FBgn0076163	FBgn0260005
FBgn0076165	FBgn0051287
FBgn0076166	FBgn0051288
FBgn0076167	FBgn0024558
FBgn0076168	FBgn0015794
FBgn0076171	FBgn0003227
FBgn0076172	FBgn0051294
FBgn0076173	FBgn0051296
FBgn0076175	FBgn0038092
FBgn0076176	FBgn0261808
FBgn0076178	FBgn0051301
FBgn0076185	FBgn0031464
FBgn0076186	FBgn0040077
FBgn0076190	FBgn0020299
FBgn0076191	NA
FBgn0076192	FBgn0086901
FBgn0076193	FBgn0260746
FBgn0076194	FBgn0051320
FBgn0076195	FBgn0051321
FBgn0076196	FBgn0027083
FBgn0076197	FBgn0051323
FBgn0076198	FBgn0051324
FBgn0076200	NA
FBgn0076202	NA
FBgn0076204	FBgn0045471
FBgn0076205	FBgn0045470
FBgn0076206	FBgn0051337
FBgn0076207	FBgn0003009
FBgn0076210	FBgn0051343
FBgn0076211	FBgn0051344
FBgn0076212	FBgn0051345
FBgn0076215	FBgn0003390
FBgn0076220	FBgn0051357
FBgn0076223	FBgn0033010
FBgn0076224	FBgn0051360
FBgn0076225	FBgn0051361
FBgn0076228	FBgn0051365
FBgn0076230	FBgn0051368
FBgn0076231	FBgn0263416
FBgn0076233	FBgn0051371
FBgn0076234	FBgn0051373
FBgn0076235	FBgn0051374
FBgn0076236	FBgn0051380
FBgn0076237	FBgn0043799
FBgn0076240	FBgn0004242
FBgn0076241	FBgn0051390
FBgn0076247	FBgn0022708
FBgn0076250	FBgn0051407
FBgn0076251	FBgn0051410
FBgn0076258	NA
FBgn0076260	FBgn0051423
FBgn0076262	FBgn0041588
FBgn0076264	FBgn0038197
FBgn0076265	FBgn0051431
FBgn0076266	FBgn0039315
FBgn0076267	FBgn0051437
FBgn0076268	FBgn0261292
FBgn0076271	FBgn0051446
FBgn0076274	FBgn0051450
FBgn0076276	FBgn0051453
FBgn0076278	FBgn0051457
FBgn0076279	FBgn0051460
FBgn0076281	FBgn0051462
FBgn0076284	FBgn0051465
FBgn0076287	FBgn0047351
FBgn0076288	FBgn0051469
FBgn0076290	FBgn0051473
FBgn0076291	FBgn0051475
FBgn0076292	FBgn0038319
FBgn0076294	FBgn0051482
FBgn0076296	FBgn0027564
FBgn0076298	FBgn0051493
FBgn0076300	NA
FBgn0076303	NA
FBgn0076304	FBgn0038838
FBgn0076309	FBgn0051516
FBgn0076310	FBgn0047199
FBgn0076311	NA
FBgn0076312	FBgn0026761
FBgn0076313	FBgn0051522
FBgn0076314	FBgn0051523
FBgn0076316	FBgn0051525
FBgn0076318	FBgn0051528
FBgn0076320	FBgn0038198
FBgn0076321	FBgn0264907
FBgn0076329	FBgn0264785
FBgn0076330	FBgn0051544
FBgn0076332	FBgn0051547
FBgn0076333	FBgn0051548
FBgn0076338	FBgn0046875
FBgn0076339	FBgn0051559
FBgn0076340	FBgn0023536
FBgn0076341	FBgn0051560
FBgn0076342	FBgn0051561
FBgn0076344	FBgn0260639
FBgn0076345	FBgn0003483
FBgn0076346	FBgn0026438
FBgn0076347	FBgn0029789
FBgn0076348	FBgn0051600
FBgn0076349	FBgn0261822
FBgn0076351	FBgn0262736
FBgn0076352	FBgn0051612
FBgn0076353	FBgn0051619
FBgn0076354	FBgn0034834
FBgn0076355	FBgn0041245
FBgn0076356	FBgn0264556
FBgn0076357	FBgn0023090
FBgn0076360	FBgn0051627
FBgn0076361	FBgn0034961
FBgn0076362	NA
FBgn0076363	NA
FBgn0076364	FBgn0051633
FBgn0076365	FBgn0051634
FBgn0076366	NA
FBgn0076367	FBgn0051636
FBgn0076368	FBgn0051637
FBgn0076371	FBgn0025683
FBgn0076372	FBgn0085409
FBgn0076373	FBgn0051641
FBgn0076374	NA
FBgn0076375	FBgn0051643
FBgn0076376	FBgn0051644
FBgn0076377	FBgn0085410
FBgn0076378	NA
FBgn0076379	FBgn0051648
FBgn0076381	FBgn0031484
FBgn0076382	FBgn0031673
FBgn0076383	FBgn0031681
FBgn0076384	FBgn0083960
FBgn0076387	FBgn0051659
FBgn0076388	FBgn0000097
FBgn0076389	FBgn0051660
FBgn0076390	FBgn0051661
FBgn0076391	FBgn0045501
FBgn0076392	FBgn0051663
FBgn0076393	FBgn0051665
FBgn0076394	FBgn0086758
FBgn0076395	FBgn0034962
FBgn0076396	FBgn0031375
FBgn0076397	FBgn0031390
FBgn0076399	FBgn0051673
FBgn0076401	FBgn0051675
FBgn0076404	FBgn0029896
FBgn0076411	FBgn0051687
FBgn0076412	FBgn0031449
FBgn0076413	FBgn0037981
FBgn0076414	FBgn0051690
FBgn0076415	FBgn0032820
FBgn0076416	FBgn0051694
FBgn0076417	FBgn0005590
FBgn0076419	FBgn0051698
FBgn0076421	FBgn0051702
FBgn0076423	NA
FBgn0076424	NA
FBgn0076425	FBgn0051706
FBgn0076427	FBgn0046687
FBgn0076429	FBgn0051712
FBgn0076430	FBgn0051713
FBgn0076431	FBgn0265002
FBgn0076434	FBgn0051717
FBgn0076436	FBgn0038206
FBgn0076438	FBgn0260453
FBgn0076440	FBgn0051728
FBgn0076441	FBgn0051729
FBgn0076442	FBgn0034964
FBgn0076443	FBgn0051730
FBgn0076444	FBgn0028539
FBgn0076445	FBgn0045842
FBgn0076446	FBgn0011239
FBgn0076448	NA
FBgn0076451	FBgn0051739
FBgn0076452	FBgn0033079
FBgn0076454	FBgn0051741
FBgn0076456	FBgn0032618
FBgn0076461	FBgn0046888
FBgn0076462	FBgn0086909
FBgn0076464	FBgn0051755
FBgn0076465	FBgn0031985
FBgn0076466	NA
FBgn0076467	NA
FBgn0076470	FBgn0051760
FBgn0076474	FBgn0043841
FBgn0076479	NA
FBgn0076480	FBgn0263846
FBgn0076481	FBgn0051774
FBgn0076483	FBgn0051777
FBgn0076484	FBgn0051778
FBgn0076485	FBgn0004584
FBgn0076488	FBgn0002939
FBgn0076489	FBgn0051784
FBgn0076490	FBgn0051785
FBgn0076491	NA
FBgn0076492	FBgn0051787
FBgn0076493	FBgn0263079
FBgn0076495	FBgn0032026
FBgn0076496	FBgn0041789
FBgn0076497	FBgn0031294
FBgn0076499	FBgn0051798
FBgn0076500	FBgn0262955
FBgn0076501	FBgn0051800
FBgn0076503	FBgn0051802
FBgn0076504	FBgn0051803
FBgn0076506	FBgn0051806
FBgn0076508	FBgn0024920
FBgn0076510	FBgn0028509
FBgn0076511	FBgn0051812
FBgn0076512	FBgn0051813
FBgn0076513	FBgn0051814
FBgn0076514	NA
FBgn0076515	FBgn0051816
FBgn0076517	FBgn0259151
FBgn0076518	FBgn0051820
FBgn0076519	FBgn0051821
FBgn0076520	FBgn0051823
FBgn0076523	FBgn0051826
FBgn0076526	FBgn0261268
FBgn0076527	FBgn0033081
FBgn0076529	FBgn0260953
FBgn0076531	FBgn0029892
FBgn0076533	FBgn0260407
FBgn0076537	FBgn0051848
FBgn0076538	FBgn0051849
FBgn0076539	FBgn0051851
FBgn0076540	FBgn0051852
FBgn0076541	FBgn0051855
FBgn0076542	NA
FBgn0076544	FBgn0034967
FBgn0076545	FBgn0051860
FBgn0076546	NA
FBgn0076549	FBgn0051866
FBgn0076552	NA
FBgn0076553	FBgn0029783
FBgn0076554	FBgn0047351
FBgn0076555	FBgn0051871
FBgn0076556	FBgn0260750
FBgn0076558	FBgn0051876
FBgn0076561	FBgn0040070
FBgn0076562	FBgn0032079
FBgn0076564	FBgn0040958
FBgn0076569	NA
FBgn0076572	FBgn0051910
FBgn0076573	FBgn0263916
FBgn0076574	NA
FBgn0076575	FBgn0034578
FBgn0076576	FBgn0051915
FBgn0076578	FBgn0031668
FBgn0076579	NA
FBgn0076580	FBgn0029888
FBgn0076581	FBgn0051921
FBgn0076582	FBgn0051921
FBgn0076583	FBgn0051922
FBgn0076584	FBgn0051924
FBgn0076585	FBgn0051926
FBgn0076586	FBgn0051928
FBgn0076587	FBgn0045500
FBgn0076590	FBgn0051933
FBgn0076593	FBgn0045497
FBgn0076594	FBgn0031360
FBgn0076595	FBgn0260648
FBgn0076596	FBgn0033087
FBgn0076597	FBgn0034968
FBgn0076598	FBgn0051950
FBgn0076600	FBgn0051954
FBgn0076601	FBgn0051956
FBgn0076602	FBgn0051957
FBgn0076603	FBgn0263846
FBgn0076604	FBgn0051961
FBgn0076606	FBgn0051973
FBgn0076607	FBgn0051974
FBgn0076608	FBgn0051975
FBgn0076609	FBgn0051976
FBgn0076610	FBgn0029887
FBgn0076611	FBgn0051988
FBgn0076612	FBgn0051989
FBgn0076614	FBgn0004797
FBgn0076615	FBgn0051992
FBgn0076616	FBgn0051997
FBgn0076617	FBgn0051998
FBgn0076619	FBgn0016715
FBgn0076629	FBgn0011642
FBgn0076631	FBgn0052022
FBgn0076634	NA
FBgn0076635	FBgn0027291
FBgn0076636	FBgn0052029
FBgn0076637	FBgn0029897
FBgn0076638	FBgn0261259
FBgn0076639	FBgn0000116
FBgn0076640	FBgn0043806
FBgn0076641	FBgn0052037
FBgn0076642	FBgn0052038
FBgn0076643	FBgn0052039
FBgn0076645	FBgn0052040
FBgn0076646	FBgn0001223
FBgn0076648	NA
FBgn0076649	NA
FBgn0076650	FBgn0016081
FBgn0076651	FBgn0259163
FBgn0076653	FBgn0261555
FBgn0076654	FBgn0264489
FBgn0076655	FBgn0044328
FBgn0076656	FBgn0052053
FBgn0076658	FBgn0052055
FBgn0076659	FBgn0052056
FBgn0076660	FBgn0052057
FBgn0076661	FBgn0052058
FBgn0076662	FBgn0023523
FBgn0076666	FBgn0052064
FBgn0076668	FBgn0052066
FBgn0076669	FBgn0039302
FBgn0076670	FBgn0052068
FBgn0076671	FBgn0052069
FBgn0076674	FBgn0052075
FBgn0076675	FBgn0052076
FBgn0076676	FBgn0052079
FBgn0076677	FBgn0029778
FBgn0076679	FBgn0052082
FBgn0076684	FBgn0052088
FBgn0076685	FBgn0034971
FBgn0076686	FBgn0052091
FBgn0076689	FBgn0052095
FBgn0076690	FBgn0041096
FBgn0076692	FBgn0052099
FBgn0076693	FBgn0026479
FBgn0076694	FBgn0052100
FBgn0076697	FBgn0052103
FBgn0076698	FBgn0052104
FBgn0076699	FBgn0052105
FBgn0076700	FBgn0052106
FBgn0076702	FBgn0052109
FBgn0076708	FBgn0052115
FBgn0076710	NA
FBgn0076711	FBgn0002573
FBgn0076712	FBgn0052121
FBgn0076713	FBgn0031545
FBgn0076715	NA
FBgn0076720	FBgn0052137
FBgn0076721	FBgn0052138
FBgn0076723	FBgn0031436
FBgn0076726	FBgn0259175
FBgn0076727	FBgn0041604
FBgn0076728	FBgn0047178
FBgn0076729	FBgn0036518
FBgn0076730	FBgn0034825
FBgn0076731	FBgn0052150
FBgn0076734	FBgn0263608
FBgn0076735	FBgn0263607
FBgn0076736	FBgn0005536
FBgn0076738	NA
FBgn0076739	FBgn0034568
FBgn0076741	FBgn0052161
FBgn0076742	FBgn0052163
FBgn0076745	FBgn0052170
FBgn0076747	FBgn0052174
FBgn0076748	FBgn0052176
FBgn0076749	FBgn0052177
FBgn0076750	FBgn0043025
FBgn0076751	FBgn0052179
