"gid"	"chr"	"start"	"end"	"length_aef"	"gname"
"FBgn0074404"	"2_"	27849799	27850548	750	"Dpse\GA14376"
"FBgn0074407"	"2_"	27811444	27822636	207	"Dpse\GA14379"
"FBgn0074412"	"2_"	27671039	27672445	1407	"Dpse\GA14384"
"FBgn0074414"	"2_"	5474895	5475541	591	"Dpse\GA14386"
"FBgn0074419"	"Unknown_group_543"	10248	12233	1935	"Dpse\GA14391"
"FBgn0074420"	"2_"	8722890	8724040	1034	"Dpse\GA14392"
"FBgn0074422"	"4_group3"	6055969	6058969	759	"Dpse\GA14394"
"FBgn0074423"	"4_group3"	6044718	6047302	1455	"Dpse\Gr33a"
"FBgn0074425"	"4_group3"	5997007	5997549	456	"Dpse\GA14397"
"FBgn0074426"	"4_group3"	7232943	7233930	924	"Dpse\GA14398"
"FBgn0074427"	"4_group3"	7187373	7188735	1236	"Dpse\GA14399"
"FBgn0074428"	"4_group3"	7244658	7245870	1155	"Dpse\GA14400"
"FBgn0074429"	"3_"	9038093	9039368	1215	"Dpse\Or59c"
"FBgn0074431"	"2_"	29224431	29235734	5628	"Dpse\GA14403"
"FBgn0074432"	"2_"	25604332	25605837	1506	"Dpse\GA14404"
"FBgn0074433"	"XR_group6"	2090810	2097946	4461	"Dpse\GA14405"
"FBgn0074434"	"4_group3"	4139963	4140700	738	"Dpse\GA14406"
"FBgn0074435"	"4_group3"	4130435	4130920	486	"Dpse\GA14407"
"FBgn0074436"	"2_"	6070047	6071326	1164	"Dpse\Or94a"
"FBgn0074437"	"Unknown_group_417"	29052	36721	6210	"Dpse\GA14409"
"FBgn0074438"	"3_"	2788168	2791449	1986	"Dpse\GA14410"
"FBgn0074440"	"XR_group6"	7808116	7809555	1440	"Dpse\GA14412"
"FBgn0074441"	"XL_group1e"	6089466	6107672	1737	"Dpse\GA14413"
"FBgn0074442"	"3_"	11832509	11833860	1224	"Dpse\Or42a2"
"FBgn0074443"	"XL_group1a"	7755933	7756423	411	"Dpse\GA14415"
"FBgn0074445"	"XL_group1e"	12318900	12321116	2217	"Dpse\GA14417"
"FBgn0074446"	"4_group3"	7231252	7232634	1257	"Dpse\GA14418"
"FBgn0074447"	"4_group3"	7228200	7231081	2628	"Dpse\GA14419"
"FBgn0074448"	"4_group3"	7226341	7227846	1506	"Dpse\GA14420"
"FBgn0074449"	"4_group3"	7224790	7225938	1149	"Dpse\GA14421"
"FBgn0074450"	"4_group3"	7184571	7185166	528	"Dpse\GA14422"
"FBgn0074451"	"4_group3"	7223910	7224508	474	"Dpse\GA14423"
"FBgn0074452"	"4_group3"	7246701	7248980	2151	"Dpse\GA14424"
"FBgn0074454"	"3_"	827399	828008	552	"Dpse\GA14426"
"FBgn0074455"	"2_"	5904796	5905842	1001	"Dpse\GA14427"
"FBgn0074456"	"2_"	5984205	5984935	519	"Dpse\GA14428"
"FBgn0074458"	"2_"	12796535	12797230	450	"Dpse\GA14430"
"FBgn0074459"	"2_"	12797675	12803101	1823	"Dpse\GA14431"
"FBgn0074462"	"2_"	30327707	30328829	243	"Dpse\GA14434"
"FBgn0074464"	"XL_group1e"	6116776	6117127	261	"Dpse\GA14436"
"FBgn0074465"	"3_"	9571323	9572071	623	"Dpse\GA14437"
"FBgn0074466"	"2_"	19415506	19416500	995	"Dpse\GA14438"
"FBgn0074467"	"2_"	9189169	9190563	1395	"Dpse\GA14439"
"FBgn0074469"	"XR_group6"	4763796	4766886	3021	"Dpse\GA14441"
"FBgn0074470"	"XR_group8"	2283877	2287438	3438	"Dpse\GA14442"
"FBgn0074472"	"4_group3"	699177	700468	1029	"Dpse\GA14444"
"FBgn0074473"	"4_group1"	4144450	4145403	954	"Dpse\GA14445"
"FBgn0074474"	"4_group1"	4142053	4143013	768	"Dpse\GA14446"
"FBgn0074475"	"4_group1"	4136823	4137382	504	"Dpse\GA14447"
"FBgn0074479"	"2_"	7765410	7765943	534	"Dpse\GA14451"
"FBgn0074483"	"4_group3"	2209950	2211460	1107	"Dpse\GA14455"
"FBgn0074484"	"4_group3"	4812674	4814281	1554	"Dpse\GA14456"
"FBgn0074485"	"4_group3"	4810029	4811773	1563	"Dpse\GA14457"
"FBgn0074486"	"4_group3"	4806484	4808310	1572	"Dpse\GA14458"
"FBgn0074490"	"4_group3"	8068997	8069958	900	"Dpse\GA14462"
"FBgn0074491"	"4_group3"	3046325	3047075	621	"Dpse\GA14463"
"FBgn0074492"	"4_group3"	3049209	3053401	1647	"Dpse\GA14464"
"FBgn0074493"	"XL_group1a"	3883930	3884868	744	"Dpse\GA14465"
"FBgn0074494"	"XR_group6"	8000652	8002940	579	"Dpse\GA14466"
"FBgn0074496"	"3_"	230514	232665	1437	"Dpse\GA14468"
"FBgn0074497"	"4_group4"	5489419	5501240	2046	"Dpse\GA14469"
"FBgn0074498"	"2_"	25788233	25797861	3745	"Dpse\GA14470"
"FBgn0074499"	"4_group4"	6428368	6428613	246	"Dpse\GA14471"
"FBgn0074500"	"Unknown_group_454"	22138	22777	558	"Dpse\GA14472"
"FBgn0074501"	"4_group4"	6309109	6325780	1872	"Dpse\GA14473"
"FBgn0074502"	"4_group4"	6131624	6132746	795	"Dpse\GA14474"
"FBgn0074503"	"4_group4"	6118766	6120904	969	"Dpse\GA14475"
"FBgn0074504"	"XR_group6"	12836208	12839746	2931	"Dpse\GA14476"
"FBgn0074505"	"2_"	25877404	25878029	564	"Dpse\GA14477"
"FBgn0074507"	"2_"	25766892	25771507	4143	"Dpse\GA14479"
"FBgn0074508"	"XR_group8"	2447524	2448258	735	"Dpse\GA14480"
"FBgn0074509"	"XR_group6"	5798041	5804488	2214	"Dpse\GA14481"
"FBgn0074510"	"2_"	19359169	19362486	2157	"Dpse\GA14482"
"FBgn0074511"	"XR_group6"	5707452	5708953	1215	"Dpse\GA14483"
"FBgn0074512"	"2_"	2559882	2563719	2868	"Dpse\GA14484"
"FBgn0074514"	"2_"	19365412	19367056	1299	"Dpse\GA14486"
"FBgn0074515"	"4_group5"	288155	289089	771	"Dpse\GA14487"
"FBgn0074518"	"4_group1"	3888098	3891432	1896	"Dpse\GA14490"
"FBgn0074520"	"XL_group1e"	6141467	6142030	564	"Dpse\GA14492"
"FBgn0074522"	"2_"	2797211	2798869	1659	"Dpse\GA14494"
"FBgn0074524"	"2_"	23650812	23663476	1529	"Dpse\GA14496"
"FBgn0074525"	"3_"	4387717	4388666	837	"Dpse\GA14497"
"FBgn0074526"	"3_"	4374423	4377020	2598	"Dpse\GA14498"
"FBgn0074527"	"2_"	22201293	22204296	2880	"Dpse\GA14499"
"FBgn0074528"	"3_"	4347487	4361509	672	"Dpse\GA14500"
"FBgn0074530"	"3_"	4331670	4338368	3720	"Dpse\GA14502"
"FBgn0074531"	"XL_group3a"	1212329	1214453	498	"Dpse\GA14503"
"FBgn0074534"	"XL_group3a"	1218213	1219341	588	"Dpse\GA14506"
"FBgn0074536"	"XL_group1e"	6049413	6054004	1110	"Dpse\GA14508"
"FBgn0074538"	"XL_group1a"	7011499	7012718	1071	"Dpse\GA14510"
"FBgn0074539"	"2_"	94816	100074	3948	"Dpse\GA14511"
"FBgn0074541"	"XL_group1a"	7851526	7853566	1842	"Dpse\GA14513"
"FBgn0074542"	"XL_group1e"	1811401	1814259	2580	"Dpse\GA14514"
"FBgn0074544"	"3_"	13281929	13283494	1566	"Dpse\GA14516"
"FBgn0074545"	"2_"	84687	88711	1839	"Dpse\GA14517"
"FBgn0074546"	"2_"	10985858	10987060	1203	"Dpse\GA14518"
"FBgn0074547"	"XL_group1e"	6031349	6033370	2022	"Dpse\GA14519"
"FBgn0074549"	"4_group5"	23433	33330	504	"Dpse\GA14521"
"FBgn0074550"	"2_"	4981302	4982162	861	"Dpse\GA14522"
"FBgn0074551"	"2_"	4978409	4979215	807	"Dpse\GA14523"
"FBgn0074552"	"Unknown_group_723"	6382	7039	519	"Dpse\GA14524"
"FBgn0074554"	"XL_group1e"	1698471	1699731	1194	"Dpse\GA14526"
"FBgn0074556"	"4_group3"	648427	653891	3210	"Dpse\GA14528"
"FBgn0074558"	"XR_group8"	3565176	3565944	624	"Dpse\GA14530"
"FBgn0074561"	"3_"	6578459	6582880	3651	"Dpse\GA14533"
"FBgn0074562"	"XL_group1e"	1704962	1705672	570	"Dpse\GA14534"
"FBgn0074563"	"Unknown_group_493"	2480	3394	465	"Dpse\GA14535"
"FBgn0074567"	"3_"	11549519	11550244	726	"Dpse\GA14539"
"FBgn0074568"	"3_"	11552397	11553056	660	"Dpse\GA14540"
"FBgn0074569"	"3_"	11553480	11554148	669	"Dpse\GA14541"
"FBgn0074570"	"3_"	11554941	11555606	666	"Dpse\GA14542"
"FBgn0074572"	"XL_group3a"	1222308	1224038	1575	"Dpse\GA14544"
"FBgn0074573"	"3_"	11557225	11557893	669	"Dpse\GA14545"
"FBgn0074576"	"3_"	11558896	11559561	666	"Dpse\GA14548"
"FBgn0074578"	"4_group4"	6105136	6107519	2094	"Dpse\GA14550"
"FBgn0074579"	"4_group4"	6109914	6111083	801	"Dpse\GA14551"
"FBgn0074580"	"2_"	17837640	17838890	946	"Dpse\GA14552"
"FBgn0074581"	"4_group4"	6156488	6167844	1758	"Dpse\GA14553"
"FBgn0074582"	"XL_group1e"	1784507	1785808	909	"Dpse\GA14554"
"FBgn0074585"	"4_group4"	6212442	6213616	1005	"Dpse\GA14557"
"FBgn0074586"	"2_"	22354391	22355863	1275	"Dpse\GA14558"
"FBgn0074587"	"4_group4"	6335936	6337498	1377	"Dpse\GA14559"
"FBgn0074589"	"4_group4"	6410132	6414358	1149	"Dpse\GA14561"
"FBgn0074590"	"3_"	14774857	14784009	849	"Dpse\GA14562"
"FBgn0074591"	"3_"	14770549	14771549	897	"Dpse\GA14563"
"FBgn0074592"	"3_"	14765594	14767207	1563	"Dpse\GA14564"
"FBgn0074593"	"3_"	14717811	14729843	2355	"Dpse\GA14565"
"FBgn0074594"	"3_"	14768064	14769378	1128	"Dpse\Or49b"
"FBgn0074595"	"4_group3"	7499408	7514293	1242	"Dpse\GA14567"
"FBgn0074596"	"XL_group1e"	2953407	2954977	1479	"Dpse\GA14568"
"FBgn0074597"	"4_group3"	5226387	5227945	1434	"Dpse\GA14569"
"FBgn0074598"	"XL_group1a"	1065890	1068846	2628	"Dpse\GA14570"
"FBgn0074600"	"XL_group1a"	1059342	1061388	1893	"Dpse\GA14572"
"FBgn0074601"	"XL_group1a"	1055330	1057035	1569	"Dpse\GA14573"
"FBgn0074602"	"XL_group1a"	1069788	1071066	1209	"Dpse\GA14574"
"FBgn0074603"	"2_"	19902599	19912727	7629	"Dpse\GA14575"
"FBgn0074604"	"4_group1"	1077733	1078610	816	"Dpse\GA14576"
"FBgn0074606"	"3_"	239875	240612	738	"Dpse\GA14578"
"FBgn0074609"	"4_group1"	5058155	5062822	2325	"Dpse\GA14581"
"FBgn0074612"	"2_"	12456236	12456829	594	"Dpse\GA14584"
"FBgn0074613"	"XL_group3a"	482009	486099	2247	"Dpse\GA14585"
"FBgn0074615"	"4_group3"	401897	403174	1278	"Dpse\GA14587"
"FBgn0074618"	"2_"	5439580	5440360	669	"Dpse\GA14590"
"FBgn0074619"	"XL_group1e"	423105	424396	807	"Dpse\GA14591"
"FBgn0074620"	"4_group3"	3096149	3096810	543	"Dpse\GA14592"
"FBgn0074621"	"2_"	22854824	22855696	873	"Dpse\GA14593"
"FBgn0074622"	"4_group3"	8460161	8470006	2316	"Dpse\GA14594"
"FBgn0074623"	"4_group3"	8472845	8473285	441	"Dpse\GA14595"
"FBgn0074625"	"4_group3"	8446597	8447444	735	"Dpse\GA14597"
"FBgn0074626"	"4_group3"	3092475	3095946	2802	"Dpse\GA14599"
"FBgn0074627"	"3_"	1731317	1732747	1431	"Dpse\GA14600"
"FBgn0074628"	"4_group3"	3097292	3099662	1605	"Dpse\GA14601"
"FBgn0074632"	"XR_group6"	11694313	11697999	1392	"Dpse\GA14605"
"FBgn0074633"	"3_"	11600288	11601820	1533	"Dpse\GA14606"
"FBgn0074635"	"4_group3"	7520609	7527714	3273	"Dpse\GA14608"
"FBgn0074636"	"3_"	6640401	6640691	291	"Dpse\GA14609"
"FBgn0074637"	"4_group3"	4687337	4688340	882	"Dpse\GA14610"
"FBgn0074639"	"XL_group1a"	1174081	1177750	1179	"Dpse\GA14612"
"FBgn0074640"	"XR_group6"	5619383	5624601	4788	"Dpse\GA14613"
"FBgn0074642"	"XR_group6"	6966288	7053345	1755	"Dpse\GA14615"
"FBgn0074644"	"XL_group1a"	885512	908697	3888	"Dpse\GA14617"
"FBgn0074646"	"XL_group1a"	854931	875421	3372	"Dpse\GA14619"
"FBgn0074647"	"4_group3"	8471347	8472501	1155	"Dpse\GA14620"
"FBgn0074649"	"3_"	14474300	14548128	3222	"Dpse\GA14622"
"FBgn0074650"	"XL_group1a"	3519114	3520102	798	"Dpse\GA14623"
"FBgn0074651"	"3_"	14236853	14240521	2482	"Dpse\GA14624"
"FBgn0074652"	"2_"	28618609	28619170	435	"Dpse\GA14625"
"FBgn0074653"	"XR_group8"	1278895	1281079	1353	"Dpse\GA14626"
"FBgn0074654"	"3_"	10572816	10574330	1515	"Dpse\GA14627"
"FBgn0074655"	"3_"	8000019	8002314	1944	"Dpse\GA14628"
"FBgn0074656"	"2_"	28610445	28611813	1314	"Dpse\GA14629"
"FBgn0074657"	"XR_group6"	11727036	11730111	2754	"Dpse\GA14630"
"FBgn0074658"	"2_"	29326166	29327150	303	"Dpse\GA14631"
"FBgn0074660"	"XR_group6"	11723517	11725397	1881	"Dpse\GA14633"
"FBgn0074665"	"XR_group6"	3908731	3909346	429	"Dpse\GA14638"
"FBgn0074667"	"XR_group6"	2422327	2423118	720	"Dpse\GA14640"
"FBgn0074669"	"XR_group8"	3306536	3307827	1128	"Dpse\GA14642"
"FBgn0074670"	"2_"	8352841	8356953	3349	"Dpse\GA14643"
"FBgn0074672"	"2_"	29962483	29964435	1617	"Dpse\GA14645"
"FBgn0074673"	"3_"	12120877	12121765	792	"Dpse\GA14646"
"FBgn0074674"	"XL_group1a"	7864465	7868907	1962	"Dpse\GA14647"
"FBgn0074675"	"XL_group1e"	3181206	3181613	408	"Dpse\GA14648"
"FBgn0074676"	"XL_group1a"	8167568	8170099	1968	"Dpse\GA14649"
"FBgn0074677"	"3_"	12406092	12409411	1382	"Dpse\GA14650"
"FBgn0074679"	"XL_group1a"	8153839	8155376	288	"Dpse\GA14652"
"FBgn0074681"	"XL_group1a"	3932981	3933730	750	"Dpse\GA14654"
"FBgn0074682"	"3_"	16239470	16240393	591	"Dpse\GA14655"
"FBgn0074683"	"XL_group1e"	367175	371842	4590	"Dpse\GA14656"
"FBgn0074684"	"2_"	23470449	23470895	447	"Dpse\GA14657"
"FBgn0074686"	"XL_group1a"	72097	72309	213	"Dpse\GA14659"
"FBgn0074687"	"XL_group1a"	74466	74920	366	"Dpse\GA14660"
"FBgn0074688"	"XL_group1e"	4405903	4406382	411	"Dpse\GA14661"
"FBgn0074689"	"2_"	18606054	18607577	996	"Dpse\GA14662"
"FBgn0074690"	"2_"	18619318	18620855	1380	"Dpse\GA14663"
"FBgn0074691"	"2_"	18621926	18623764	1584	"Dpse\GA14664"
"FBgn0074692"	"2_"	18630053	18630933	687	"Dpse\GA14665"
"FBgn0074693"	"2_"	18636516	18638117	1539	"Dpse\GA14666"
"FBgn0074694"	"2_"	14584232	14586190	1959	"Dpse\GA14667"
"FBgn0074695"	"XL_group1a"	3101900	3102731	741	"Dpse\GA14668"
"FBgn0074696"	"2_"	5441018	5441367	288	"Dpse\GA14669"
"FBgn0074698"	"XL_group3a"	1054051	1067332	1689	"Dpse\GA14671"
"FBgn0074703"	"3_"	7131676	7133523	1848	"Dpse\GA14676"
"FBgn0074706"	"3_"	10628202	10630184	831	"Dpse\GA14679"
"FBgn0074707"	"2_"	6570107	6570830	552	"Dpse\GA14680"
"FBgn0074708"	"3_"	14211013	14215650	3865	"Dpse\GA14681"
"FBgn0074709"	"2_"	6569364	6569732	369	"Dpse\GA14682"
"FBgn0074710"	"3_"	3424212	3425139	792	"Dpse\GA14683"
"FBgn0074713"	"XL_group1e"	275034	275764	606	"Dpse\GA14686"
"FBgn0074714"	"XL_group1e"	10932058	10933576	1305	"Dpse\GA14687"
"FBgn0074715"	"Unknown_group_10"	1851	4895	2373	"Dpse\GA14688"
"FBgn0074716"	"4_group1"	993304	998827	1257	"Dpse\GA14689"
"FBgn0074717"	"3_"	4547561	4579747	1869	"Dpse\GA14690"
"FBgn0074718"	"2_"	14878014	14884520	2181	"Dpse\GA14691"
"FBgn0074720"	"XR_group6"	865354	881568	5064	"Dpse\GA14693"
"FBgn0074721"	"4_group3"	11385729	11388428	2577	"Dpse\GA14694"
"FBgn0074722"	"XL_group1a"	6885241	6902916	1371	"Dpse\GA14695"
"FBgn0074726"	"XL_group1e"	7861142	7862751	1440	"Dpse\GA14699"
"FBgn0074727"	"3_"	13394867	13396193	1224	"Dpse\Or43b"
"FBgn0074728"	"4_group3"	638259	639342	894	"Dpse\GA14701"
"FBgn0074731"	"4_group4"	2178546	2179956	1230	"Dpse\Or35a"
"FBgn0074732"	"XL_group1e"	7854407	7857535	1854	"Dpse\GA14705"
"FBgn0074735"	"XL_group1e"	4180512	4181809	1167	"Dpse\Or1a"
"FBgn0074737"	"XL_group1e"	7866895	7867645	684	"Dpse\GA14710"
"FBgn0074738"	"2_"	9618373	9657232	4212	"Dpse\GA14711"
"FBgn0074739"	"XL_group1e"	4402007	4404253	1563	"Dpse\GA14712"
"FBgn0074741"	"4_group3"	3055151	3055477	327	"Dpse\GA14714"
"FBgn0074742"	"4_group3"	3044985	3045920	936	"Dpse\GA14715"
"FBgn0074743"	"4_group3"	3036496	3039368	1767	"Dpse\GA14716"
"FBgn0074745"	"2_"	11027064	11045353	1923	"Dpse\GA14718"
"FBgn0074746"	"XL_group3a"	1088296	1089522	975	"Dpse\GA14719"
"FBgn0074747"	"2_"	23327617	23328907	1170	"Dpse\Or85c"
"FBgn0074748"	"4_group3"	3029484	3035123	1701	"Dpse\GA14721"
"FBgn0074749"	"4_group3"	3019723	3022121	1365	"Dpse\GA14722"
"FBgn0074750"	"2_"	15672110	15672848	663	"Dpse\GA14723"
"FBgn0074751"	"2_"	15670175	15671016	765	"Dpse\GA14724"
"FBgn0074752"	"2_"	8350433	8351765	1128	"Dpse\GA14725"
"FBgn0074753"	"3_"	15156612	15163098	703	"Dpse\GA14726"
"FBgn0074758"	"Unknown_group_8"	166381	171681	4809	"Dpse\GA14731"
"FBgn0074759"	"2_"	22474408	22476436	1494	"Dpse\GA14732"
"FBgn0074763"	"XR_group6"	65149	70738	1176	"Dpse\GA14736"
"FBgn0074765"	"3_"	15179152	15181435	2097	"Dpse\GA14738"
"FBgn0074768"	"2_"	977439	978849	1411	"Dpse\GA14741"
"FBgn0074769"	"XL_group1e"	2293976	2294434	459	"Dpse\GA14742"
"FBgn0074770"	"XL_group1e"	3122823	3124315	1422	"Dpse\GA14743"
"FBgn0074772"	"XR_group6"	249143	249391	249	"Dpse\GA14745"
"FBgn0074773"	"Unknown_group_24"	56490	103935	2271	"Dpse\GA14746"
"FBgn0074774"	"3_"	2932790	2933020	231	"Dpse\GA14747"
"FBgn0074776"	"3_"	19434090	19435078	786	"Dpse\GA14749"
"FBgn0074777"	"3_"	7828571	7830355	1482	"Dpse\GA14750"
"FBgn0074778"	"3_"	7826735	7828397	1434	"Dpse\GA14751"
"FBgn0074780"	"XL_group1e"	3971408	3972346	939	"Dpse\GA14753"
"FBgn0074781"	"3_"	12217081	12219984	819	"Dpse\GA14754"
"FBgn0074783"	"XL_group1a"	6175833	6177926	1581	"Dpse\GA14756"
"FBgn0074784"	"3_"	18024212	18025859	1590	"Dpse\GA14757"
"FBgn0074785"	"4_group3"	3047272	3047682	354	"Dpse\GA14758"
"FBgn0074786"	"2_"	4467218	4505425	2169	"Dpse\GA14759"
"FBgn0074787"	"3_"	8423577	8425437	1638	"Dpse\GA14760"
"FBgn0074788"	"2_"	16682154	16684672	1956	"Dpse\GA14761"
"FBgn0074790"	"2_"	23165289	23167104	1749	"Dpse\GA14763"
"FBgn0074791"	"XL_group1a"	9005352	9008868	3114	"Dpse\GA14764"
"FBgn0074793"	"3_"	6882805	6886492	3144	"Dpse\GA14766"
"FBgn0074795"	"XR_group6"	12606410	12637457	2694	"Dpse\GA14768"
"FBgn0074796"	"4_group5"	812813	814513	1701	"Dpse\GA14769"
"FBgn0074797"	"XL_group1e"	3117931	3119065	978	"Dpse\GA14770"
"FBgn0074798"	"XL_group1a"	97709	99804	1497	"Dpse\GA14771"
"FBgn0074799"	"2_"	5812152	5815630	2715	"Dpse\GA14772"
"FBgn0074800"	"2_"	16637847	16640536	2619	"Dpse\GA14773"
"FBgn0074801"	"2_"	1076440	1079089	1947	"Dpse\GA14774"
"FBgn0074803"	"2_"	15667628	15668968	1341	"Dpse\GA14776"
"FBgn0074804"	"XL_group1e"	9954250	9955984	1275	"Dpse\GA14777"
"FBgn0074805"	"3_"	10526501	10527238	576	"Dpse\GA14778"
"FBgn0074806"	"3_"	10513012	10513837	768	"Dpse\GA14779"
"FBgn0074809"	"XR_group6"	3585999	3586299	234	"Dpse\GA14782"
"FBgn0074810"	"XL_group1e"	870054	886931	7584	"Dpse\GA14783"
"FBgn0074812"	"4_group5"	1242625	1244746	1998	"Dpse\GA14785"
"FBgn0074813"	"3_"	15895029	15896856	1563	"Dpse\GA14786"
"FBgn0074814"	"2_"	24914694	24915113	420	"Dpse\Dsk"
"FBgn0074817"	"4_group4"	5655204	5657057	1647	"Dpse\GA14790"
"FBgn0074818"	"XL_group1e"	5137863	5140179	1968	"Dpse\GA14791"
"FBgn0074819"	"Unknown_group_143"	11867	13369	855	"Dpse\GA14792"
"FBgn0074820"	"4_group4"	1620193	1621209	1017	"Dpse\GA14793"
"FBgn0074821"	"XL_group1e"	4426656	4448222	1071	"Dpse\GA14794"
"FBgn0074822"	"3_"	10843648	10844331	621	"Dpse\GA14795"
"FBgn0074823"	"3_"	11537758	11537950	138	"Dpse\GA14796"
"FBgn0074827"	"2_"	2365441	2367156	1419	"Dpse\GA14800"
"FBgn0074828"	"2_"	2367824	2368462	525	"Dpse\Obp99a"
"FBgn0074829"	"2_"	16493852	16495216	1365	"Dpse\GA14802"
"FBgn0074830"	"XL_group1e"	9012935	9014937	1800	"Dpse\GA14803"
"FBgn0074831"	"4_group4"	5249461	5250857	1275	"Dpse\GA14804"
"FBgn0074832"	"3_"	9398184	9399185	1002	"Dpse\GA14805"
"FBgn0074834"	"4_group3"	10057392	10058855	1269	"Dpse\GA14807"
"FBgn0074836"	"XR_group8"	7050093	7054781	2013	"Dpse\GA14809"
"FBgn0074837"	"XR_group8"	7060946	7062666	1599	"Dpse\GA14810"
"FBgn0074841"	"2_"	24884934	24886649	1347	"Dpse\GA14814"
"FBgn0074842"	"Unknown_group_3"	49764	58394	522	"Dpse\GA14815"
"FBgn0074843"	"4_group3"	9814	10517	588	"Dpse\GA14816"
"FBgn0074844"	"4_group4"	5717232	5719671	2121	"Dpse\GA14817"
"FBgn0074848"	"XL_group1a"	7296459	7308393	5868	"Dpse\GA14821"
"FBgn0074849"	"XR_group6"	13175340	13177733	2394	"Dpse\GA14822"
"FBgn0074850"	"XR_group8"	4108447	4109986	1482	"Dpse\GA14823"
"FBgn0074851"	"4_group4"	1583376	1584372	927	"Dpse\GA14824"
"FBgn0074854"	"XR_group8"	2305399	2306316	918	"Dpse\GA14827"
"FBgn0074856"	"3_"	14104948	14106209	1071	"Dpse\GA14829"
"FBgn0074857"	"XR_group8"	8577794	8578579	786	"Dpse\GA14830"
"FBgn0074858"	"3_"	10695659	10696760	954	"Dpse\HP1Da"
"FBgn0074860"	"XL_group3a"	1289450	1294961	4800	"Dpse\GA14833"
"FBgn0074861"	"3_"	5821113	5821947	774	"Dpse\GA14834"
"FBgn0074862"	"2_"	14702818	14704208	486	"Dpse\GA14835"
"FBgn0074863"	"2_"	14767109	14809219	2154	"Dpse\GA14836"
"FBgn0074864"	"3_"	14107258	14107750	434	"Dpse\GA14837"
"FBgn0074865"	"XL_group1e"	12261154	12266798	822	"Dpse\GA14838"
"FBgn0074867"	"2_"	23703958	23707163	2835	"Dpse\GA14840"
"FBgn0074868"	"2_"	17885123	17886680	502	"Dpse\GA14841"
"FBgn0074870"	"XL_group1e"	10131000	10143304	4089	"Dpse\GA14843"
"FBgn0074871"	"XR_group8"	6976309	6977321	888	"Dpse\GA14844"
"FBgn0074876"	"XL_group1a"	3201139	3203711	2232	"Dpse\GA14849"
"FBgn0074878"	"3_"	4289959	4295266	4278	"Dpse\GA14851"
"FBgn0074879"	"3_"	4453051	4456169	2817	"Dpse\GA14852"
"FBgn0074880"	"2_"	13030579	13032216	1638	"Dpse\GA14853"
"FBgn0074881"	"3_"	14110921	14112291	1314	"Dpse\GA14854"
"FBgn0074882"	"3_"	16406034	16412856	3801	"Dpse\GA14855"
"FBgn0074885"	"XL_group1e"	1392657	1393965	1116	"Dpse\GA14858"
"FBgn0074887"	"XL_group1e"	5998161	6000654	2283	"Dpse\GA14860"
"FBgn0074889"	"XR_group6"	9206551	9210630	4080	"Dpse\GA14862"
"FBgn0074890"	"4_group4"	3240063	3241496	1434	"Dpse\GA14863"
"FBgn0074891"	"2_"	27051830	27053100	1065	"Dpse\GA14864"
"FBgn0074892"	"4_group1"	4880526	4881200	675	"Dpse\GA14865"
"FBgn0074893"	"3_"	14109011	14110241	1167	"Dpse\GA14866"
"FBgn0074901"	"3_"	5421929	5453607	723	"Dpse\GA14874"
"FBgn0074902"	"2_"	2368568	2370341	1539	"Dpse\GA14875"
"FBgn0074903"	"XL_group1e"	9179920	9183143	1569	"Dpse\GA14876"
"FBgn0074904"	"2_"	16707867	16709548	1559	"Dpse\GA14877"
"FBgn0074905"	"XL_group1e"	3148397	3149245	849	"Dpse\GA14878"
"FBgn0074906"	"XR_group8"	2758493	2792520	5220	"Dpse\GA14879"
"FBgn0074907"	"XL_group1a"	2319906	2327046	1716	"Dpse\GA14880"
"FBgn0074908"	"4_group4"	2748124	2749459	1218	"Dpse\GA14881"
"FBgn0074909"	"4_group5"	428809	437107	5649	"Dpse\GA14882"
"FBgn0074910"	"XR_group8"	2455910	2457269	969	"Dpse\GA14883"
"FBgn0074912"	"XL_group1e"	6338843	6339298	456	"Dpse\GA14886"
"FBgn0074913"	"4_group5"	58634	60632	1674	"Dpse\GA14887"
"FBgn0074914"	"XR_group8"	1359202	1360242	861	"Dpse\GA14888"
"FBgn0074916"	"3_"	15793303	15794403	924	"Dpse\GA14890"
"FBgn0074918"	"XR_group6"	1313380	1315685	1756	"Dpse\GA14892"
"FBgn0074919"	"3_"	11071431	11072528	975	"Dpse\GA14893"
"FBgn0074920"	"3_"	11074870	11075214	285	"Dpse\GA14894"
"FBgn0074922"	"XL_group1a"	2123261	2124400	984	"Dpse\GA14896"
"FBgn0074923"	"3_"	14272099	14279576	3402	"Dpse\GA14897"
"FBgn0074924"	"2_"	22563128	22565091	966	"Dpse\GA14898"
"FBgn0074925"	"XR_group6"	6155437	6155881	369	"Dpse\GA14899"
"FBgn0074926"	"XR_group6"	6174370	6174903	444	"Dpse\GA14900"
"FBgn0074929"	"Unknown_group_1"	13169	14828	1293	"Dpse\GA14903"
"FBgn0074930"	"XL_group1e"	6128584	6131364	1689	"Dpse\GA14904"
"FBgn0074931"	"4_group4"	3431589	3452679	3333	"Dpse\GA14905"
"FBgn0074932"	"3_"	12656181	12656520	276	"Dpse\GA14906"
"FBgn0074933"	"3_"	14601113	14602696	1584	"Dpse\GA14907"
"FBgn0074934"	"XL_group1a"	2304945	2306904	1266	"Dpse\GA14908"
